STD_YYYYMM,SIDO,비염환자수,심근경색,아토피환자수,천식환자수,뇌졸증
201801,대전광역시,86924,117.0,5307,8654,469.0
201802,대전광역시,56996,95.0,5046,6613,383.0
201803,대전광역시,74747,118.0,5372,8558,384.0
201804,대전광역시,81973,116.0,5870,10355,392.0
201805,대전광역시,57098,117.0,6200,8461,423.0
201806,대전광역시,42199,101.0,5933,6022,401.0
201807,대전광역시,39442,118.0,6146,5038,389.0
201808,대전광역시,42928,102.0,5524,5297,363.0
201809,대전광역시,86826,102.0,4867,8467,394.0
201811,대전광역시,80095,111.0,4901,10437,369.0
201812,대전광역시,88135,124.0,5103,10125,405.0
201901,대전광역시,59179,113.0,5560,6972,397.0
201902,대전광역시,52505,110.0,5171,5759,356.0
201903,대전광역시,74622,129.0,5750,7543,446.0
201904,대전광역시,81356,118.0,5971,8883,373.0
201905,대전광역시,62134,110.0,7009,8508,420.0
201906,대전광역시,41138,116.0,5630,5677,389.0
201907,대전광역시,43807,116.0,6368,5182,389.0
201908,대전광역시,46079,120.0,6230,5224,387.0
201909,대전광역시,83643,109.0,5472,7608,380.0
201911,대전광역시,73990,102.0,5277,8567,404.0
201912,대전광역시,82257,118.0,5367,8923,429.0
202001,대전광역시,78353,132.0,5276,7452,377.0
202002,대전광역시,45576,120.0,4835,5133,357.0
202003,대전광역시,27960,101.0,5363,3402,316.0
202004,대전광역시,28528,98.0,6037,3085,372.0
202005,대전광역시,41978,120.0,6731,3686,376.0
202006,대전광역시,34699,101.0,6287,3207,386.0
202007,대전광역시,25662,103.0,5495,2578,386.0
202008,대전광역시,33056,99.0,6723,2846,354.0
202009,대전광역시,52603,79.0,5887,3962,374.0
202011,대전광역시,44848,106.0,5303,4199,384.0
202012,대전광역시,32197,99.0,5518,3077,335.0
202101,대전광역시,24473,112.0,5343,2506,338.0
202102,대전광역시,27817,88.0,5149,2471,345.0
202103,대전광역시,44704,103.0,5755,3754,318.0
202104,대전광역시,50668,126.0,6342,4347,373.0
202105,대전광역시,33265,102.0,5814,3497,385.0
202106,대전광역시,31210,96.0,6357,3152,365.0
202107,대전광역시,26770,112.0,6438,2512,353.0
202108,대전광역시,27754,95.0,6200,2336,367.0
202109,대전광역시,58670,104.0,5969,4055,350.0
202111,대전광역시,64388,119.0,5443,5589,365.0
202112,대전광역시,36776,84.0,5726,3630,352.0
201401,울산광역시,62851,32.0,2834,8996,103.0
201402,울산광역시,60810,34.0,2518,10135,123.0
201403,울산광역시,58879,26.0,2920,10825,94.0
201404,울산광역시,60521,21.0,3073,11657,110.0
201405,울산광역시,43262,25.0,3276,8267,91.0
201406,울산광역시,32923,31.0,2821,6362,104.0
201407,울산광역시,36816,21.0,3555,6112,100.0
201408,울산광역시,34385,43.0,3150,6018,108.0
201409,울산광역시,59655,39.0,3040,8620,83.0
201411,울산광역시,67668,38.0,2677,10685,105.0
201412,울산광역시,62284,32.0,2754,9665,145.0
201501,울산광역시,50576,35.0,2760,8473,134.0
201502,울산광역시,57617,32.0,2590,8334,108.0
201503,울산광역시,68067,37.0,3164,9908,88.0
201504,울산광역시,56680,24.0,2910,9934,134.0
201505,울산광역시,44998,18.0,3217,8487,130.0
201506,울산광역시,33280,30.0,2591,5636,108.0
201507,울산광역시,30773,35.0,3527,5161,102.0
201508,울산광역시,33989,34.0,3441,6141,126.0
201509,울산광역시,67148,37.0,2767,9537,124.0
201511,울산광역시,55025,30.0,2508,9116,130.0
201512,울산광역시,66314,33.0,2784,11178,108.0
201601,울산광역시,58227,41.0,2693,7769,127.0
201602,울산광역시,60177,33.0,2615,8833,139.0
201603,울산광역시,63561,53.0,2698,9947,115.0
201604,울산광역시,52784,36.0,2632,9421,114.0
201605,울산광역시,40852,38.0,3173,7679,120.0
201606,울산광역시,31773,28.0,3308,5666,121.0
201607,울산광역시,32285,37.0,3725,5039,135.0
201608,울산광역시,36151,32.0,3724,5823,116.0
201609,울산광역시,57110,32.0,2841,8478,111.0
201611,울산광역시,60479,36.0,2843,10433,102.0
201612,울산광역시,71025,43.0,2635,9276,128.0
201701,울산광역시,49979,67.0,2796,7426,134.0
201702,울산광역시,45177,28.0,2632,6593,113.0
201703,울산광역시,63835,60.0,2816,8717,121.0
201704,울산광역시,59291,54.0,2907,8534,133.0
201705,울산광역시,46014,53.0,3543,7222,128.0
201706,울산광역시,36098,38.0,3160,5636,108.0
201707,울산광역시,32729,46.0,3794,4965,118.0
201708,울산광역시,37811,35.0,3543,5014,117.0
201709,울산광역시,60454,40.0,2969,7098,95.0
201711,울산광역시,69546,37.0,2866,8294,123.0
201712,울산광역시,80805,48.0,2546,8142,140.0
201801,울산광역시,69655,55.0,2663,7821,146.0
201802,울산광역시,46792,31.0,2506,5704,110.0
201803,울산광역시,60941,39.0,2749,8115,127.0
201804,울산광역시,65522,46.0,3003,10024,118.0
201805,울산광역시,43863,40.0,2991,7361,140.0
201806,울산광역시,33860,29.0,3182,5229,136.0
201807,울산광역시,30755,39.0,3625,4502,102.0
201808,울산광역시,31465,35.0,3142,4546,134.0
201809,울산광역시,61582,44.0,2783,7629,131.0
201811,울산광역시,60712,32.0,2693,9052,117.0
201812,울산광역시,70234,39.0,2572,8796,158.0
201901,울산광역시,48167,38.0,2705,6285,148.0
201902,울산광역시,43647,39.0,2564,5227,108.0
201903,울산광역시,59896,44.0,2936,6879,145.0
201904,울산광역시,61700,39.0,2968,8019,128.0
201905,울산광역시,48035,49.0,3693,7730,157.0
201906,울산광역시,32896,42.0,2851,5512,130.0
201907,울산광역시,34341,49.0,3558,4717,129.0
201908,울산광역시,32118,42.0,3609,4529,136.0
201909,울산광역시,56602,46.0,3105,6681,144.0
201911,울산광역시,62239,51.0,2888,8563,152.0
201912,울산광역시,66903,40.0,2882,8335,135.0
202001,울산광역시,59817,42.0,2677,6616,129.0
202002,울산광역시,35896,30.0,2407,4332,127.0
202003,울산광역시,21030,37.0,2684,2713,115.0
202004,울산광역시,20549,29.0,3133,2265,111.0
202005,울산광역시,28966,38.0,3613,2509,156.0
202006,울산광역시,29281,35.0,3539,2812,141.0
202007,울산광역시,25578,37.0,3053,2564,150.0
202008,울산광역시,21493,35.0,3364,2042,152.0
202009,울산광역시,30890,36.0,3054,2420,136.0
202011,울산광역시,39219,42.0,2829,3569,138.0
202012,울산광역시,23466,44.0,2907,2499,130.0
202101,울산광역시,16137,40.0,2489,1811,128.0
202102,울산광역시,21035,31.0,2455,1999,123.0
202103,울산광역시,40597,42.0,2592,3112,137.0
202104,울산광역시,38380,41.0,2605,3715,123.0
202105,울산광역시,20595,39.0,2525,2278,156.0
202106,울산광역시,21421,41.0,2942,2270,173.0
202107,울산광역시,22873,34.0,3337,2227,165.0
202108,울산광역시,20061,46.0,2905,1863,160.0
202109,울산광역시,34202,51.0,2733,2760,129.0
202111,울산광역시,49633,38.0,2612,4395,137.0
202112,울산광역시,32392,32.0,2545,3968,170.0
201401,세종특별자치시,7619,141.4,421,1077,497.0
201402,세종특별자치시,10378,141.2,413,1333,451.6
201403,세종특별자치시,7625,152.7,491,1176,492.5
201404,세종특별자치시,7117,152.9,470,1371,487.2
201405,세종특별자치시,5712,154.1,565,1063,508.3
201406,세종특별자치시,4090,143.9,478,706,472.1
201407,세종특별자치시,6695,141.1,815,1085,466.1
201408,세종특별자치시,8178,144.8,772,1256,479.6
201409,세종특별자치시,13464,152.4,740,1756,487.7
201411,세종특별자치시,12185,155.8,552,2131,492.2
201412,세종특별자치시,10610,162.3,627,2123,528.6
201501,세종특별자치시,8897,158.6,658,1573,501.6
201502,세종특별자치시,9501,157.3,602,1639,492.3
201503,세종특별자치시,12594,170.9,673,2040,511.8
201504,세종특별자치시,10809,160.6,698,2005,501.9
201505,세종특별자치시,8308,169.5,765,1595,521.8
201506,세종특별자치시,5307,133.6,553,913,423.9
201507,세종특별자치시,7204,153.4,888,1246,474.2
201508,세종특별자치시,9743,155.2,933,1803,482.1
201509,세종특별자치시,17872,163.9,704,2323,483.8
201511,세종특별자치시,12633,158.2,568,2194,500.7
201512,세종특별자치시,15012,168.6,630,2587,524.8
201601,세종특별자치시,12568,164.9,736,1789,521.6
201602,세종특별자치시,14581,173.6,676,2144,526.2
201603,세종특별자치시,15625,182.8,764,2184,530.4
201604,세종특별자치시,12599,168.8,643,1939,516.7
201605,세종특별자치시,10641,175.0,706,1817,552.7
201606,세종특별자치시,8379,160.1,732,1308,518.1
201607,세종특별자치시,10044,160.9,989,1645,524.4
201608,세종특별자치시,11981,162.9,1015,1787,510.2
201609,세종특별자치시,18599,165.5,715,2351,539.5
201611,세종특별자치시,17611,172.4,739,2927,547.5
201612,세종특별자치시,22241,182.2,697,3236,556.6
201701,세종특별자치시,11814,187.8,752,1956,573.4
201702,세종특별자치시,12748,168.7,693,1937,527.2
201703,세종특별자치시,19303,196.2,819,2552,570.9
201704,세종특별자치시,17114,195.2,838,2404,589.4
201705,세종특별자치시,12667,189.6,926,2140,612.4
201706,세종특별자치시,10814,172.4,847,2157,575.4
201707,세종특별자치시,10980,170.6,1121,2063,563.0
201708,세종특별자치시,14626,177.1,1059,2125,575.4
201709,세종특별자치시,21883,176.5,979,2833,579.8
201711,세종특별자치시,20936,197.1,901,3002,587.4
201712,세종특별자치시,22902,198.5,848,3204,616.9
201801,세종특별자치시,20414,213.1,859,2675,635.9
201802,세종특별자치시,13346,189.6,867,1737,542.5
201803,세종특별자치시,20387,197.4,921,2574,583.1
201804,세종특별자치시,18851,194.1,948,2350,592.1
201805,세종특별자치시,14483,192.0,1069,1882,606.2
201806,세종특별자치시,11397,182.5,972,1464,578.9
201807,세종특별자치시,12209,188.6,1100,1543,586.8
201808,세종특별자치시,12537,187.4,1051,1476,576.6
201809,세종특별자치시,25235,177.4,913,2566,557.9
201811,세종특별자치시,22617,196.1,954,2812,595.8
201812,세종특별자치시,23024,196.9,915,2395,621.0
201901,세종특별자치시,15273,203.0,1039,1542,635.8
201902,세종특별자치시,13389,184.2,993,1463,565.1
201903,세종특별자치시,23042,204.0,1020,2267,633.7
201904,세종특별자치시,22343,196.2,1075,2242,630.2
201905,세종특별자치시,17008,200.8,1209,2291,662.2
201906,세종특별자치시,12274,188.8,952,1597,613.1
201907,세종특별자치시,13251,193.3,1240,1689,634.0
201908,세종특별자치시,14230,189.6,1190,1479,619.2
201909,세종특별자치시,24922,193.2,1141,2480,615.5
201911,세종특별자치시,20517,197.6,1054,2555,628.6
201912,세종특별자치시,22302,215.9,991,2383,657.2
202001,세종특별자치시,19726,212.0,1016,1902,656.1
202002,세종특별자치시,10811,175.8,1041,1067,540.4
202003,세종특별자치시,7173,168.5,1212,744,531.4
202004,세종특별자치시,8454,178.8,1576,591,557.0
202005,세종특별자치시,14168,196.2,1579,798,613.6
202006,세종특별자치시,11431,175.2,1480,682,591.7
202007,세종특별자치시,9701,7.0,1391,633,13.0
202008,세종특별자치시,10194,10.0,1482,633,39.0
202009,세종특별자치시,16327,13.0,1567,849,42.0
202011,세종특별자치시,16162,16.0,1535,1096,51.0
202012,세종특별자치시,9084,20.0,1585,684,43.0
202101,세종특별자치시,7242,13.0,1455,532,43.0
202102,세종특별자치시,8723,19.0,1491,524,46.0
202103,세종특별자치시,17283,9.0,1602,1072,54.0
202104,세종특별자치시,16295,16.0,1687,903,64.0
202105,세종특별자치시,11611,14.0,1584,854,64.0
202106,세종특별자치시,11069,15.0,1647,861,57.0
202107,세종특별자치시,8828,13.0,1695,607,46.0
202108,세종특별자치시,9943,16.0,1591,542,47.0
202109,세종특별자치시,19256,16.0,1698,884,48.0
202111,세종특별자치시,22207,20.0,1686,1698,44.0
202112,세종특별자치시,11281,14.0,1743,974,48.0
201401,경기도,586100,427.0,37520,81582,1746.0
201402,경기도,713190,442.0,36658,97047,1495.0
201403,경기도,554214,509.0,40192,86171,1652.0
201404,경기도,555072,518.0,43483,98165,1671.0
201405,경기도,438431,464.0,46950,75422,1667.0
201406,경기도,320276,451.0,43521,56042,1558.0
201407,경기도,368568,458.0,47071,59472,1546.0
201408,경기도,425739,416.0,43679,59269,1622.0
201409,경기도,712611,480.0,41544,83269,1626.0
201411,경기도,649707,456.0,34539,93579,1655.0
201412,경기도,564720,526.0,38116,82599,1737.0
201501,경기도,494796,531.0,38143,69313,1659.0
201502,경기도,544273,487.0,35155,72573,1619.0
201503,경기도,651998,529.0,43520,83614,1638.0
201504,경기도,578358,461.0,40474,82131,1584.0
201505,경기도,443749,521.0,46821,70663,1650.0
201506,경기도,280786,459.0,35729,43053,1357.0
201507,경기도,309930,536.0,45818,45976,1543.0
201508,경기도,441790,479.0,47356,61489,1558.0
201509,경기도,772488,548.0,39212,81227,1519.0
201511,경기도,597027,483.0,34078,82650,1657.0
201512,경기도,692375,529.0,38542,97561,1740.0
201601,경기도,578095,533.0,38830,71552,1821.0
201602,경기도,604696,543.0,36136,81232,1678.0
201603,경기도,654613,548.0,40670,84809,1721.0
201604,경기도,588238,480.0,40319,81937,1728.0
201605,경기도,463102,548.0,45069,70314,1884.0
201606,경기도,359499,503.0,42388,50682,1730.0
201607,경기도,374786,517.0,45205,48213,1647.0
201608,경기도,460624,529.0,49267,58785,1688.0
201609,경기도,698217,589.0,38094,70659,1848.0
201611,경기도,673293,553.0,36534,85863,1940.0
201612,경기도,831780,621.0,33863,97343,1974.0
201701,경기도,463255,619.0,35864,59124,2053.0
201702,경기도,487501,585.0,36839,57290,1830.0
201703,경기도,713291,620.0,40280,74539,1920.0
201704,경기도,647849,658.0,39867,73662,2001.0
201705,경기도,495988,628.0,47048,64595,2221.0
201706,경기도,384064,579.0,42667,48818,1907.0
201707,경기도,369741,536.0,47462,45185,2036.0
201708,경기도,514054,580.0,46910,48195,2116.0
201709,경기도,801290,566.0,42066,67216,2010.0
201711,경기도,728303,683.0,37703,76796,2040.0
201712,경기도,822424,606.0,35296,80619,2160.0
201801,경기도,740330,643.0,37906,74102,2159.0
201802,경기도,457908,601.0,35533,51426,1825.0
201803,경기도,640839,667.0,40451,68637,2017.0
201804,경기도,659181,660.0,43648,76807,2062.0
201805,경기도,510197,651.0,45662,67980,2096.0
201806,경기도,383330,609.0,45376,50058,2037.0
201807,경기도,364619,616.0,50303,44020,2097.0
201808,경기도,389561,616.0,46119,45818,2111.0
201809,경기도,812648,555.0,39338,68088,1938.0
201811,경기도,713080,667.0,36662,82395,2133.0
201812,경기도,754162,683.0,38546,83372,2164.0
201901,경기도,521892,710.0,41132,58231,2399.0
201902,경기도,434311,645.0,37328,46819,2098.0
201903,경기도,707823,719.0,40713,66422,2383.0
201904,경기도,728253,655.0,43932,75385,2397.0
201905,경기도,578045,725.0,50371,73476,2463.0
201906,경기도,380619,664.0,42401,48986,2289.0
201907,경기도,401110,678.0,49914,47724,2380.0
201908,경기도,445094,629.0,50529,46696,2299.0
201909,경기도,792694,659.0,43974,67860,2301.0
201911,경기도,677515,722.0,40395,73392,2259.0
201912,경기도,752150,707.0,39777,78565,2491.0
202001,경기도,670669,709.0,40327,66890,2351.0
202002,경기도,346995,587.0,35774,39181,1982.0
202003,경기도,242441,598.0,39971,29489,1925.0
202004,경기도,253282,581.0,45259,26328,1821.0
202005,경기도,389114,718.0,50410,32511,2132.0
202006,경기도,290497,560.0,51307,26844,2034.0
202007,경기도,265883,648.0,46307,24919,2146.0
202008,경기도,252269,623.0,48812,23073,2087.0
202009,경기도,460680,604.0,49817,31020,2016.0
202011,경기도,420321,639.0,40524,32853,2153.0
202012,경기도,245860,584.0,42806,24390,2145.0
202101,경기도,192692,647.0,39529,19830,2133.0
202102,경기도,229200,635.0,40195,20356,2087.0
202103,경기도,462138,707.0,45962,31648,2322.0
202104,경기도,470985,650.0,49274,35291,2218.0
202105,경기도,303718,693.0,45137,29599,2475.0
202106,경기도,272110,683.0,49313,25350,2481.0
202107,경기도,226531,712.0,52400,19517,2249.0
202108,경기도,247157,634.0,49021,20641,2116.0
202109,경기도,527567,717.0,48981,29804,2354.0
202111,경기도,582138,710.0,43184,46151,2312.0
202112,경기도,374798,703.0,44605,33654,2167.0
201401,강원도,61509,108.0,3762,9129,240.0
201402,강원도,72413,113.0,3739,10684,277.0
201403,강원도,66688,130.0,4471,10216,306.0
201404,강원도,59505,109.0,4574,10321,299.0
201405,강원도,47745,140.0,4810,8959,350.0
201406,강원도,33445,131.0,4286,6346,265.0
201407,강원도,35259,107.0,4879,6021,293.0
201408,강원도,40512,142.0,4213,5952,277.0
201409,강원도,68259,124.0,4349,8569,290.0
201411,강원도,68293,131.0,3641,9308,270.0
201412,강원도,69556,124.0,4023,10093,345.0
201501,강원도,57137,136.0,3800,8859,309.0
201502,강원도,57018,125.0,3833,8933,324.0
201503,강원도,79795,134.0,4649,10849,308.0
201504,강원도,64293,142.0,4182,9861,301.0
201505,강원도,49507,126.0,4679,8135,351.0
201506,강원도,33001,119.0,3613,5449,268.0
201507,강원도,31756,139.0,4776,4959,332.0
201508,강원도,40605,123.0,5158,5872,296.0
201509,강원도,72905,134.0,3960,8143,295.0
201511,강원도,58899,125.0,3736,8661,318.0
201512,강원도,73629,124.0,4311,10357,345.0
201601,강원도,69877,149.0,3999,8714,330.0
201602,강원도,66117,123.0,3986,9230,314.0
201603,강원도,70507,127.0,4477,9426,293.0
201604,강원도,63033,105.0,4526,9016,305.0
201605,강원도,51991,117.0,4780,7881,331.0
201606,강원도,38692,120.0,4879,5754,307.0
201607,강원도,36554,115.0,5088,4804,303.0
201608,강원도,45320,91.0,5676,5374,300.0
201609,강원도,68674,111.0,4189,7649,336.0
201611,강원도,69011,127.0,4036,8961,333.0
201612,강원도,88905,139.0,3980,9945,357.0
201701,강원도,54791,131.0,4003,6974,366.0
201702,강원도,53255,109.0,4109,6741,347.0
201703,강원도,73906,149.0,4451,8490,411.0
201704,강원도,69672,143.0,4378,8287,419.0
201705,강원도,54027,127.0,4971,7397,419.0
201706,강원도,41493,128.0,4452,5657,377.0
201707,강원도,36528,135.0,5088,4595,346.0
201708,강원도,51261,140.0,4833,4962,411.0
201709,강원도,74777,127.0,4214,6587,412.0
201711,강원도,74497,137.0,4232,7854,336.0
201712,강원도,85478,154.0,3819,8009,404.0
201801,강원도,85935,152.0,4195,8378,408.0
201802,강원도,48852,139.0,3576,5484,373.0
201803,강원도,63421,148.0,4309,7094,402.0
201804,강원도,67811,149.0,4383,7338,459.0
201805,강원도,52498,148.0,4613,7054,444.0
201806,강원도,37830,167.0,4580,5262,385.0
201807,강원도,34757,170.0,5119,4204,402.0
201808,강원도,37011,176.0,4867,4530,415.0
201809,강원도,70013,168.0,4090,6036,397.0
201811,강원도,68895,161.0,3970,8343,410.0
201812,강원도,80612,141.0,3873,9213,409.0
201901,강원도,55904,151.0,4198,6704,449.0
201902,강원도,43428,152.0,3694,5262,400.0
201903,강원도,65709,171.0,4250,7002,390.0
201904,강원도,71465,162.0,4368,7760,428.0
201905,강원도,59926,169.0,5010,7630,439.0
201906,강원도,36910,133.0,4003,5147,436.0
201907,강원도,37761,149.0,5003,4765,433.0
201908,강원도,41110,164.0,4869,4814,452.0
201909,강원도,68539,136.0,4411,6391,427.0
201911,강원도,65478,154.0,4071,7583,382.0
201912,강원도,72497,185.0,4075,8123,460.0
202001,강원도,72818,171.0,3999,8191,446.0
202002,강원도,39712,131.0,3542,5072,368.0
202003,강원도,24686,125.0,3656,3689,384.0
202004,강원도,26624,147.0,4313,3415,379.0
202005,강원도,43308,139.0,5068,3874,393.0
202006,강원도,32228,113.0,4945,3335,378.0
202007,강원도,30006,130.0,4414,3196,435.0
202008,강원도,26514,147.0,4708,2860,382.0
202009,강원도,39548,131.0,4674,3561,333.0
202011,강원도,42510,131.0,3974,3874,397.0
202012,강원도,26622,131.0,3992,3087,424.0
202101,강원도,20929,134.0,3787,2723,353.0
202102,강원도,24102,124.0,3745,2717,409.0
202103,강원도,39319,143.0,4236,3825,409.0
202104,강원도,43186,121.0,4643,4068,460.0
202105,강원도,33139,142.0,4137,3492,494.0
202106,강원도,25970,159.0,4675,2945,457.0
202107,강원도,22836,142.0,4977,2352,429.0
202108,강원도,27049,135.0,4875,2713,424.0
202109,강원도,45034,149.0,4617,3504,414.0
202111,강원도,53257,149.0,4480,4711,409.0
202112,강원도,33937,124.0,3890,3743,397.0
201401,충청북도,67640,45.0,4122,11643,162.0
201402,충청북도,91941,55.0,3817,15967,163.0
201403,충청북도,66502,46.0,4273,12751,153.0
201404,충청북도,64503,40.0,4801,14346,166.0
201405,충청북도,51415,53.0,5089,11528,149.0
201406,충청북도,36695,45.0,4452,8298,143.0
201407,충청북도,40725,55.0,4846,8146,151.0
201408,충청북도,47105,52.0,4499,8633,133.0
201409,충청북도,83109,46.0,4405,13001,155.0
201411,충청북도,78128,46.0,3671,15374,146.0
201412,충청북도,72933,46.0,3988,15002,164.0
201501,충청북도,60750,33.0,4184,11183,159.0
201502,충청북도,64499,48.0,3953,11763,149.0
201503,충청북도,86527,57.0,4901,15478,145.0
201504,충청북도,69102,41.0,4449,14665,150.0
201505,충청북도,51539,47.0,5305,12136,145.0
201506,충청북도,35212,36.0,4136,7900,130.0
201507,충청북도,35057,41.0,5213,7399,133.0
201508,충청북도,47601,36.0,5015,9855,139.0
201509,충청북도,90776,40.0,4119,14538,137.0
201511,충청북도,67485,53.0,3633,13539,148.0
201512,충청북도,80421,48.0,4122,16056,172.0
201601,충청북도,75621,47.0,4480,11826,193.0
201602,충청북도,77561,53.0,4001,13065,198.0
201603,충청북도,76728,56.0,4745,14260,199.0
201604,충청북도,66432,62.0,4355,12995,182.0
201605,충청북도,56338,58.0,5106,11323,199.0
201606,충청북도,43576,42.0,4579,8161,186.0
201607,충청북도,43824,69.0,4906,7654,171.0
201608,충청북도,51222,73.0,5184,8776,178.0
201609,충청북도,81226,50.0,4115,11864,186.0
201611,충청북도,78479,68.0,3931,13955,198.0
201612,충청북도,101801,61.0,3921,15869,197.0
201701,충청북도,59424,74.0,4131,9867,179.0
201702,충청북도,61054,50.0,4337,9698,180.0
201703,충청북도,82244,70.0,4457,12273,181.0
201704,충청북도,79269,44.0,4537,12307,186.0
201705,충청북도,60467,62.0,5371,9387,192.0
201706,충청북도,47117,44.0,4929,7487,149.0
201707,충청북도,41986,52.0,5237,6542,147.0
201708,충청북도,57093,64.0,5122,7283,180.0
201709,충청북도,92779,62.0,4572,10619,171.0
201711,충청북도,88320,58.0,4098,11977,202.0
201712,충청북도,105264,67.0,3899,13047,213.0
201801,충청북도,89956,66.0,4194,11240,230.0
201802,충청북도,60657,53.0,3987,8074,168.0
201803,충청북도,76004,70.0,4535,10109,205.0
201804,충청북도,78639,63.0,4556,11185,216.0
201805,충청북도,62435,69.0,4939,9719,238.0
201806,충청북도,46684,67.0,4742,6805,191.0
201807,충청북도,44065,56.0,5393,6278,187.0
201808,충청북도,44736,53.0,4825,6240,207.0
201809,충청북도,88796,70.0,4085,10090,184.0
201811,충청북도,85280,69.0,3824,12574,207.0
201812,충청북도,92788,57.0,3936,12615,238.0
201901,충청북도,64881,82.0,4273,8732,311.0
201902,충청북도,52271,65.0,3923,6670,294.0
201903,충청북도,78021,77.0,4249,9780,309.0
201904,충청북도,82745,68.0,4540,10904,329.0
201905,충청북도,64923,82.0,5306,10059,308.0
201906,충청북도,42590,85.0,4356,6554,302.0
201907,충청북도,44847,76.0,5143,6501,303.0
201908,충청북도,46864,71.0,5421,6081,307.0
201909,충청북도,86006,64.0,4345,9558,283.0
201911,충청북도,77536,73.0,3947,10629,323.0
201912,충청북도,85055,84.0,3884,11186,298.0
202001,충청북도,84217,83.0,4082,10024,316.0
202002,충청북도,47824,58.0,3671,6117,271.0
202003,충청북도,29047,61.0,3975,4061,260.0
202004,충청북도,31698,71.0,4696,3570,292.0
202005,충청북도,44677,73.0,5284,4456,303.0
202006,충청북도,36949,62.0,5158,3842,305.0
202007,충청북도,33692,51.0,4502,3671,275.0
202008,충청북도,33252,57.0,5110,3477,246.0
202009,충청북도,51366,62.0,4682,4206,261.0
202011,충청북도,57079,62.0,3924,5237,289.0
202012,충청북도,31807,46.0,3950,3312,278.0
202101,충청북도,25383,66.0,3685,2743,313.0
202102,충청북도,30829,65.0,3799,3155,261.0
202103,충청북도,51155,61.0,4250,4640,287.0
202104,충청북도,52930,61.0,4555,4978,291.0
202105,충청북도,36523,68.0,4202,4074,301.0
202106,충청북도,33548,81.0,4651,3579,268.0
202107,충청북도,28932,76.0,5074,2999,256.0
202108,충청북도,31817,85.0,4563,3010,285.0
202109,충청북도,58202,51.0,4791,4394,242.0
202111,충청북도,67261,70.0,4013,6635,275.0
202112,충청북도,44461,65.0,4313,4587,295.0
201401,충청남도,85230,71.0,5307,13813,263.0
201402,충청남도,108018,74.0,4943,17426,212.0
201403,충청남도,84308,80.0,5400,16962,262.0
201404,충청남도,79998,94.0,6133,18416,246.0
201405,충청남도,67459,91.0,6650,14730,268.0
201406,충청남도,48459,59.0,6197,10502,277.0
201407,충청남도,54723,57.0,6738,10920,223.0
201408,충청남도,64815,92.0,6162,11242,262.0
201409,충청남도,110852,110.0,5956,16425,262.0
201411,충청남도,97484,81.0,4655,18280,288.0
201412,충청남도,87276,94.0,5264,16131,255.0
201501,충청남도,78654,67.0,5539,13641,272.0
201502,충청남도,85221,84.0,4937,14519,270.0
201503,충청남도,107398,87.0,6143,17986,288.0
201504,충청남도,88711,89.0,5487,17316,283.0
201505,충청남도,69613,110.0,6348,14278,271.0
201506,충청남도,44525,67.0,4764,8482,212.0
201507,충청남도,49073,70.0,6676,9155,234.0
201508,충청남도,65780,69.0,6550,12398,251.0
201509,충청남도,120672,86.0,5117,16851,254.0
201511,충청남도,85675,72.0,4459,16691,240.0
201512,충청남도,105090,78.0,5302,20854,260.0
201601,충청남도,91296,105.0,5259,14692,320.0
